point_id	scenario	seed	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	integral_E_adult	integral_E_child	integral_I_adult	integral_I_child	integral_R_adult	integral_R_child	integral_S_adult	integral_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
646	baseline	3	0	0	0	0	4999	5000	1	0	13863	13637	10241	10225	450474	453852	30422	27286	2386	2377	1290	1355	4999	5000	5000	4990	7	7	9	8	37	38	0	0
647	baseline	1	0	0	52	55	4948	4945	0	0	8678	8742	97198	96560	342534	348129	56590	51569	1345	1370	3636	3678	4948	4945	5000	4990	12	11	16	16	100	100	0	0
647	baseline	2	0	0	50	50	4950	4950	0	0	8672	8667	96286	96007	348615	353314	51427	47012	1353	1401	3642	3750	4950	4950	5000	4990	11	10	16	15	100	100	0	0
647	baseline	3	0	0	64	44	4936	4956	0	0	8789	8849	97733	94162	348360	355513	50118	46476	1355	1437	3673	3695	4936	4956	5000	4990	11	10	15	15	100	100	0	0
648	baseline	1	0	0	0	1	5000	4999	0	0	5498	5513	44856	44757	426443	429179	28203	25551	1595	1494	3432	3532	5000	4999	5000	4990	6	6	8	8	80	77	0	0
648	baseline	2	0	0	0	0	5000	5000	0	0	5521	5593	45989	45322	426713	429624	26777	24461	1576	1660	3487	3519	5000	5000	5000	4990	6	5	8	8	92	94	0	0
648	baseline	3	0	0	1	0	4999	5000	0	0	5447	5507	45660	45627	428260	430614	25633	23252	1488	1715	3561	3540	4999	5000	5000	4990	6	5	8	7	73	90	0	0
649	baseline	1	2	1	0	1	4998	4998	0	0	47829	49376	20934	21393	337045	345686	99192	88545	2455	2516	912	938	4998	4998	5000	4990	23	22	28	25	99	96	0	0
649	baseline	2	1	2	1	0	4996	4998	2	0	49084	48668	21268	20889	339547	348366	95101	87077	2412	2573	910	934	4996	4998	5000	4990	24	22	26	26	95	93	0	0
649	baseline	3	2	2	0	0	4997	4998	1	0	49852	49046	21282	21258	342141	354289	91725	80407	2543	2571	897	926	4997	4998	5000	4990	23	21	28	23	96	98	0	0
650	baseline	1	0	0	20	17	4980	4983	0	0	31066	30933	76134	74990	357236	363527	40564	35550	3163	3148	2660	2636	4980	4983	5000	4990	10	9	17	16	98	100	0	0
650	baseline	2	0	0	17	15	4983	4985	0	0	31199	30358	76049	75578	360910	366206	36842	32858	3162	3110	2656	2681	4983	4985	5000	4990	9	8	17	17	100	100	0	0
650	baseline	3	0	0	17	21	4983	4979	0	0	31300	31130	75908	76017	363425	367437	34367	30416	3127	3219	2660	2683	4983	4979	5000	4990	9	8	17	15	99	100	0	0
651	baseline	1	0	0	0	0	5000	5000	0	0	18878	19571	35006	35380	381832	387636	69284	62413	1920	2007	2067	2124	5000	5000	5000	4990	16	15	20	18	76	78	0	0
651	baseline	2	0	0	0	0	5000	5000	0	0	19650	19202	35570	35183	387660	393955	62120	56660	1925	2064	2052	2165	5000	5000	5000	4990	15	13	18	17	89	90	0	0
651	baseline	3	0	0	0	0	5000	5000	0	0	19937	19592	35862	34568	385468	392954	63733	57886	1995	2009	2073	2058	5000	5000	5000	4990	15	14	19	18	74	88	0	0
652	baseline	1	0	0	0	0	5000	5000	0	0	12221	12262	16364	16351	441121	444853	35294	31534	2135	2172	1808	1804	5000	5000	5000	4990	8	7	10	9	42	37	0	0
652	baseline	2	0	0	0	0	5000	5000	0	0	12418	12154	16352	16382	442895	446191	33335	30273	2118	2286	1786	1927	5000	5000	5000	4990	8	7	10	9	37	41	0	0
652	baseline	3	0	0	0	0	5000	5000	0	0	12675	12468	16542	16482	442524	446331	33259	29719	2197	2271	1843	1823	5000	5000	5000	4990	8	7	10	9	39	44	0	0
653	baseline	1	0	0	1	1	4999	4999	0	0	7714	7632	58648	57390	401691	406363	36947	33615	1699	1681	3459	3477	4999	4999	5000	4990	8	7	11	10	96	97	0	0
653	baseline	2	0	0	3	0	4997	5000	0	0	7873	7736	58544	57849	405912	409582	32671	29833	1729	1779	3443	3487	4997	5000	5000	4990	7	7	10	10	98	100	0	0
653	baseline	3	0	0	2	3	4998	4997	0	0	7732	7846	58503	59608	406006	407917	32759	29629	1703	1790	3497	3505	4998	4997	5000	4990	7	7	10	10	90	96	0	0
654	baseline	1	1	0	0	0	4999	5000	0	0	43944	45154	27071	27284	389165	393521	44820	39041	3365	3419	1375	1355	4999	5000	5000	4990	11	10	16	14	86	84	0	0
654	baseline	2	0	0	0	2	5000	4998	0	0	45289	43222	27109	26793	391843	398794	40759	36191	3312	3376	1341	1409	5000	4998	5000	4990	10	9	15	14	95	79	0	0
654	baseline	3	1	0	0	0	4999	5000	0	0	45644	44545	27336	27247	392065	397841	39955	35367	3366	3409	1334	1369	4999	5000	5000	4990	10	9	14	14	92	83	0	0
655	baseline	1	1	0	0	0	4767	4918	232	82	26630	27874	12253	12593	315639	339253	150478	125280	1297	1397	584	596	4767	4918	5000	4990	30	27	33	30	95	85	0	0
655	baseline	2	0	0	0	0	4806	4923	194	77	27140	27220	12285	12463	321724	345521	143851	119796	1342	1392	561	600	4806	4923	5000	4990	29	26	30	30	85	95	0	0
655	baseline	3	0	0	0	0	4793	4932	207	68	27278	28189	12099	12593	327627	348732	137996	115486	1312	1466	565	617	4793	4932	5000	4990	28	26	29	27	87	75	0	0
656	baseline	1	0	0	34	38	4966	4962	0	0	17775	18010	89437	88978	354216	358890	43572	39122	2487	2453	3259	3218	4966	4962	5000	4990	10	9	16	15	100	99	0	0
656	baseline	2	0	0	38	37	4962	4963	0	0	18085	17456	88975	88004	358228	363708	39712	35832	2470	2514	3241	3325	4962	4963	5000	4990	9	9	15	15	100	99	0	0
656	baseline	3	0	0	42	30	4958	4970	0	0	17635	17697	90287	88333	358531	364151	38547	34819	2448	2480	3321	3345	4958	4970	5000	4990	9	9	15	14	100	100	0	0
657	baseline	1	0	0	0	0	5000	5000	0	0	11060	11298	41612	42129	402665	406433	49663	45140	1748	1805	2752	2736	5000	5000	5000	4990	11	10	15	14	93	70	0	0
657	baseline	2	0	0	0	0	5000	5000	0	0	11412	11193	41917	41032	405156	410467	46515	42308	1675	1787	2767	2821	5000	5000	5000	4990	11	10	14	13	89	90	0	0
657	baseline	3	0	0	1	0	4999	5000	0	0	11691	11101	42222	42069	404760	409000	46327	42830	1758	1805	2811	2829	4999	5000	5000	4990	11	10	14	13	73	90	0	0
658	baseline	1	0	0	0	0	5000	5000	0	0	7076	6963	19493	18951	453250	456597	25181	22489	1885	2016	2529	2505	5000	5000	5000	4990	5	5	7	7	39	42	0	0
658	baseline	2	0	0	0	0	5000	5000	0	0	7239	7122	19310	19536	453393	455406	25058	22936	1836	2091	2488	2608	5000	5000	5000	4990	5	5	7	7	39	43	0	0
658	baseline	3	0	0	0	0	5000	5000	0	0	7099	7089	19493	19273	454591	456956	23817	21682	1961	2086	2568	2518	5000	5000	5000	4990	5	5	7	7	39	44	0	0
659	baseline	1	0	0	23	21	4977	4979	0	0	40549	40538	69127	68708	311286	321519	84038	74235	2546	2596	2212	2197	4977	4979	5000	4990	20	19	27	26	100	100	0	0
659	baseline	2	0	0	26	30	4974	4970	0	0	40665	41584	68930	69657	313751	318870	81654	74889	2494	2645	2160	2255	4974	4970	5000	4990	20	19	28	27	100	100	0	0
659	baseline	3	0	0	33	28	4967	4972	0	0	41377	40581	70146	69193	316479	326856	76998	68370	2582	2605	2218	2221	4967	4972	5000	4990	19	17	27	25	100	100	0	0
660	baseline	1	0	0	0	0	5000	5000	0	0	25395	25694	32493	32178	403062	408533	44050	38595	2759	2713	1966	1901	5000	5000	5000	4990	11	10	15	14	74	66	0	0
660	baseline	2	0	0	0	0	5000	5000	0	0	25984	26038	32430	32072	403954	408578	42632	38312	2695	2825	1904	1947	5000	5000	5000	4990	10	9	14	13	87	67	0	0
660	baseline	3	0	0	0	0	5000	5000	0	0	26572	26179	32743	32271	404118	409304	41567	37246	2776	2818	1899	1878	5000	5000	5000	4990	10	9	15	13	69	73	0	0
661	baseline	1	0	0	0	0	4994	4999	6	1	16211	16096	15066	14946	414263	420684	59460	53274	1908	1910	1348	1337	4994	4999	5000	4990	13	12	15	14	50	45	0	0
661	baseline	2	0	0	0	0	4998	4999	2	1	16056	16127	15069	15205	418398	423552	55477	50116	1856	1944	1311	1417	4998	4999	5000	4990	13	12	15	14	47	41	0	0
661	baseline	3	0	0	0	0	4997	5000	3	0	16673	16378	15047	14952	420655	427018	52625	46652	1907	1964	1319	1337	4997	5000	5000	4990	12	11	15	13	43	50	0	0
662	baseline	1	0	0	1	0	4999	5000	0	0	10189	10183	53925	52514	416016	420154	24870	22149	2359	2521	3318	3278	4999	5000	5000	4990	6	5	9	9	84	88	0	0
662	baseline	2	0	0	2	0	4998	5000	0	0	10382	10121	54600	53652	416462	419816	23556	21411	2467	2556	3297	3306	4998	5000	5000	4990	5	5	9	8	96	98	0	0
662	baseline	3	0	0	0	1	5000	4999	0	0	10363	10574	54094	53168	418548	421301	21995	19957	2519	2487	3290	3284	5000	4999	5000	4990	5	5	9	8	98	92	0	0
663	baseline	1	0	0	0	0	4997	5000	3	0	6426	6288	25067	25183	418033	423647	55474	49882	1038	1090	2311	2363	4997	5000	5000	4990	11	11	14	13	56	60	0	0
663	baseline	2	0	0	0	0	4998	4999	2	1	6356	6514	24979	25311	421772	426339	51893	46836	1022	1107	2288	2390	4998	4999	5000	4990	11	10	14	13	53	59	0	0
663	baseline	3	0	0	0	0	4997	5000	3	0	6617	6440	25122	25088	423088	428128	50173	45344	1084	1115	2323	2365	4997	5000	5000	4990	11	10	13	12	52	56	0	0
664	baseline	1	0	0	0	0	4997	5000	3	0	36447	37016	11502	11793	386809	394253	70242	61938	2435	2560	690	735	4997	5000	5000	4990	17	15	20	17	81	69	0	0
664	baseline	2	0	0	0	1	4997	4998	3	1	37115	36895	11561	11757	388817	396290	67507	60058	2430	2606	707	734	4997	4998	5000	4990	17	15	18	18	75	78	0	0
664	baseline	3	0	0	0	0	4998	5000	2	0	37641	37074	11616	11635	389379	397485	66364	58806	2493	2559	698	712	4998	5000	5000	4990	16	15	19	18	82	79	0	0
665	baseline	1	0	0	30	32	4970	4968	0	0	23632	24132	81723	81158	339852	346371	59793	53339	2420	2494	2880	2862	4970	4968	5000	4990	14	13	20	20	99	100	0	0
665	baseline	2	0	0	25	32	4975	4968	0	0	23748	23439	82123	80196	346214	353735	52915	47630	2413	2493	2917	2902	4975	4968	5000	4990	13	11	19	18	100	100	0	0
665	baseline	3	0	0	31	30	4969	4970	0	0	23505	23390	83214	82686	346507	351903	51774	47021	2437	2483	2984	2964	4969	4970	5000	4990	13	11	19	18	100	100	0	0
666	baseline	1	0	0	0	0	5000	5000	0	0	14636	15246	38689	38515	421660	424175	30015	27064	2657	2666	2685	2609	5000	5000	5000	4990	7	6	10	10	74	65	0	0
666	baseline	2	0	0	0	0	5000	5000	0	0	14868	14796	37719	38790	423055	424779	29358	26635	2629	2675	2614	2669	5000	5000	5000	4990	7	6	10	10	80	88	0	0
666	baseline	3	0	0	0	0	5000	5000	0	0	15033	14621	38457	38143	424366	427682	27144	24554	2601	2700	2644	2640	5000	5000	5000	4990	6	6	10	9	69	88	0	0
667	baseline	1	0	0	0	0	4981	4999	19	1	9283	9038	17614	18155	419651	425970	58452	51837	1268	1356	1706	1854	4981	4999	5000	4990	12	11	14	14	49	46	0	0
667	baseline	2	0	0	0	0	4991	4998	9	2	9281	9367	17769	17782	424151	429893	53799	47958	1312	1370	1749	1826	4991	4998	5000	4990	12	11	14	13	44	48	0	0
667	baseline	3	0	0	0	0	4991	4997	9	3	9463	9440	18080	17615	423293	428861	54164	49084	1317	1434	1756	1782	4991	4997	5000	4990	12	11	14	13	47	46	0	0
668	baseline	1	0	0	2	3	4998	4997	0	0	5842	5919	65186	63077	409690	414160	24282	21844	1915	1881	3797	3795	4998	4997	5000	4990	5	5	8	7	99	98	0	0
668	baseline	2	0	0	3	2	4997	4998	0	0	5987	5880	63453	62131	412000	415364	23560	21625	1890	1875	3771	3806	4997	4998	5000	4990	5	5	8	7	100	96	0	0
668	baseline	3	0	0	4	1	4996	4999	0	0	5947	5886	63798	64172	413314	414985	21941	19957	1867	1839	3815	3849	4996	4999	5000	4990	5	4	7	7	88	96	0	0
669	baseline	1	0	0	1	0	4999	5000	0	0	33929	33309	29176	29957	375969	382720	65926	59014	2636	2700	1543	1560	4999	5000	5000	4990	15	15	20	19	81	82	0	0
669	baseline	2	0	0	0	0	5000	5000	0	0	34272	34562	29913	29713	381709	387608	59106	53117	2609	2731	1529	1575	5000	5000	5000	4990	15	13	19	17	91	94	0	0
669	baseline	3	0	0	0	0	5000	5000	0	0	34580	34194	29886	29323	382674	389602	57860	51881	2669	2740	1499	1540	5000	5000	5000	4990	14	13	18	18	96	77	0	0
670	baseline	1	0	0	0	0	5000	5000	0	0	21019	20901	13632	13826	437097	440280	33252	29993	2806	2867	1314	1342	5000	5000	5000	4990	8	7	10	10	57	45	0	0
670	baseline	2	0	0	0	0	5000	5000	0	0	21374	21329	13848	13704	436748	440340	33030	29627	2830	2959	1323	1332	5000	5000	5000	4990	8	7	10	9	44	50	0	0
670	baseline	3	0	0	0	0	5000	5000	0	0	21524	21410	13879	13721	437737	441428	31860	28441	2870	2943	1313	1311	5000	5000	5000	4990	8	7	10	10	49	47	0	0
671	baseline	1	0	0	0	1	5000	4999	0	0	13297	13479	49776	49870	372356	378536	69571	63115	1519	1599	2681	2731	5000	4999	5000	4990	15	14	20	18	95	90	0	0
671	baseline	2	0	0	1	1	4999	4999	0	0	13659	13662	49103	49309	374776	379632	67462	62397	1513	1603	2592	2704	4999	4999	5000	4990	15	14	20	19	96	98	0	0
671	baseline	3	0	0	1	1	4999	4999	0	0	13893	13417	50016	49200	377587	384072	63504	58311	1561	1587	2651	2692	4999	4999	5000	4990	15	13	19	17	99	90	0	0
672	baseline	1	0	0	0	0	5000	5000	0	0	8508	8478	22952	22970	438449	441772	35091	31780	1741	1798	2435	2405	5000	5000	5000	4990	8	7	10	9	53	43	0	0
672	baseline	2	0	0	0	0	5000	5000	0	0	8626	8484	22989	22937	439959	443141	33426	30438	1738	1868	2413	2520	5000	5000	5000	4990	7	7	10	9	45	48	0	0
672	baseline	3	0	0	0	0	5000	5000	0	0	8774	8484	23161	22606	439703	443976	33362	29934	1755	1854	2450	2434	5000	5000	5000	4990	7	7	10	9	47	46	0	0
673	baseline	1	0	0	0	0	4882	4973	118	27	5263	5195	10287	10785	427638	440804	61812	48216	873	916	1348	1469	4882	4973	5000	4990	10	9	12	11	34	30	0	0
673	baseline	2	0	0	0	0	4897	4974	103	26	5296	5313	10357	10764	434100	445042	55247	43881	922	956	1378	1513	4897	4974	5000	4990	10	9	11	10	29	29	0	0
673	baseline	3	0	0	0	0	4896	4975	104	25	5341	5415	10360	10674	434530	446372	54769	42539	923	965	1380	1505	4896	4975	5000	4990	9	9	11	10	32	30	0	0
674	baseline	1	0	0	85	72	4915	4928	0	0	48156	46722	93407	92929	314357	323155	49080	42194	3381	3349	2489	2456	4915	4928	5000	4990	12	11	22	20	100	100	0	0
674	baseline	2	0	0	80	77	4920	4923	0	0	48610	46559	94233	92161	316054	324910	46103	41370	3344	3376	2471	2463	4920	4923	5000	4990	12	11	22	23	100	100	0	0
674	baseline	3	0	0	86	86	4914	4914	0	0	48748	48014	93408	95175	319367	323331	43477	38480	3341	3418	2467	2464	4914	4914	5000	4990	11	10	23	21	100	100	0	0
675	baseline	1	0	0	0	1	5000	4999	0	0	30011	30439	44028	44348	350567	359730	80394	70483	2261	2270	1969	1951	5000	4999	5000	4990	19	17	23	22	95	92	0	0
675	baseline	2	0	0	1	1	4999	4999	0	0	30849	30613	44988	43836	348765	356992	80398	73559	2201	2291	1944	1964	4999	4999	5000	4990	19	18	25	23	96	98	0	0
675	baseline	3	0	0	1	2	4999	4998	0	0	31828	30423	45027	43557	353326	364240	74819	66780	2261	2279	1936	1910	4999	4998	5000	4990	18	17	24	21	100	96	0	0
676	baseline	1	0	0	0	0	5000	5000	0	0	18804	18686	20556	20545	423606	428549	42034	37220	2419	2496	1727	1728	5000	5000	5000	4990	10	9	12	12	57	48	0	0
676	baseline	2	0	0	0	0	5000	5000	0	0	19001	18981	20826	20558	424624	429564	40549	35897	2437	2517	1723	1746	5000	5000	5000	4990	10	9	12	11	47	50	0	0
676	baseline	3	0	0	0	0	5000	5000	0	0	19420	19083	20840	20222	423737	428840	41003	36855	2488	2531	1705	1689	5000	5000	5000	4990	10	9	13	12	49	49	0	0
677	baseline	1	0	0	10	7	4990	4993	0	0	12058	12123	72672	71927	375505	379669	44765	41281	1984	2001	3329	3301	4990	4993	5000	4990	10	9	14	14	100	98	0	0
677	baseline	2	0	0	12	5	4988	4995	0	0	12320	12059	73243	72799	379190	383421	40247	36721	2002	2027	3289	3382	4988	4995	5000	4990	9	9	13	13	98	99	0	0
677	baseline	3	0	0	9	13	4991	4987	0	0	12249	12407	73908	73564	380295	384055	38548	34974	2004	2079	3347	3333	4991	4987	5000	4990	9	8	13	12	100	99	0	0
678	baseline	1	0	0	0	0	5000	5000	0	0	7432	7575	34734	33822	440360	443415	22474	20188	2266	2068	3167	3120	5000	5000	5000	4990	5	4	7	7	71	57	0	0
678	baseline	2	0	0	0	0	5000	5000	0	0	7810	7573	33912	33972	440824	442694	22454	20761	2244	2142	3058	3166	5000	5000	5000	4990	5	5	7	7	87	65	0	0
678	baseline	3	0	0	0	0	5000	5000	0	0	7756	7682	33933	34048	442685	444473	20626	18797	2112	2306	3106	3116	5000	5000	5000	4990	5	4	7	6	60	59	0	0
679	baseline	1	4	0	0	1	4929	4985	67	14	42655	43444	15565	15737	300525	318690	146255	127129	1726	1871	566	611	4929	4985	5000	4990	31	30	37	33	100	97	0	0
679	baseline	2	7	1	0	0	4935	4974	58	25	43171	43723	16147	15797	308228	325294	137454	120186	1782	1841	598	663	4935	4974	5000	4990	31	29	33	33	98	99	0	0
679	baseline	3	1	1	0	1	4917	4987	82	11	44350	43823	15585	15938	306834	328776	138231	116463	1811	1891	582	672	4917	4987	5000	4990	31	28	36	32	98	98	0	0
680	baseline	1	0	0	2	3	4998	4997	0	0	27337	28290	56709	57251	372174	376760	48780	42699	2758	2832	2441	2415	4998	4997	5000	4990	12	11	17	16	99	98	0	0
680	baseline	2	0	0	3	2	4997	4998	0	0	28063	26665	56733	56915	375428	381042	44776	40378	2778	2807	2423	2490	4997	4998	5000	4990	11	10	17	17	100	93	0	0
680	baseline	3	0	0	2	4	4998	4996	0	0	28739	27746	57062	57211	374918	380217	44281	39826	2837	2866	2391	2435	4998	4996	5000	4990	11	10	17	16	99	100	0	0
681	baseline	1	0	0	0	0	5000	5000	0	0	17305	17235	26602	26846	401120	406999	59973	53920	2012	2038	1905	1952	5000	5000	5000	4990	13	13	17	16	71	65	0	0
681	baseline	2	0	0	0	0	5000	5000	0	0	17569	17613	26149	26704	406406	411181	54876	49502	1988	2086	1840	2006	5000	5000	5000	4990	13	12	16	15	55	54	0	0
681	baseline	3	0	0	0	0	5000	5000	0	0	17885	17700	26737	26455	404932	410204	55446	50641	2047	2096	1907	1922	5000	5000	5000	4990	13	12	16	15	60	65	0	0
682	baseline	1	0	0	0	0	5000	5000	0	0	10870	11007	12258	12414	452306	455087	29566	26492	2194	2306	1695	1698	5000	5000	5000	4990	7	6	8	8	33	36	0	0
682	baseline	2	0	0	0	0	5000	5000	0	0	11005	11010	12240	12418	452085	454276	29670	27296	2182	2278	1628	1722	5000	5000	5000	4990	7	6	8	8	41	33	0	0
682	baseline	3	0	0	0	0	5000	5000	0	0	11126	11159	12387	12267	453336	456069	28151	25505	2169	2313	1655	1648	5000	5000	5000	4990	6	6	8	8	33	36	0	0
683	baseline	1	0	0	29	33	4971	4967	0	0	6932	6770	87779	85819	365238	371026	45051	41385	1345	1424	3751	3825	4971	4967	5000	4990	10	9	14	12	99	100	0	0
683	baseline	2	0	0	26	31	4974	4969	0	0	7060	6977	87396	86737	370472	374999	40072	36287	1345	1435	3718	3783	4974	4969	5000	4990	9	8	13	12	100	100	0	0
683	baseline	3	0	0	32	29	4968	4971	0	0	6917	7080	87081	87682	370703	373028	40299	37210	1395	1461	3763	3804	4968	4971	5000	4990	9	8	12	12	100	100	0	0
684	baseline	1	0	0	0	1	5000	4999	0	0	40227	39199	40649	39938	373571	382518	50553	43345	3128	3100	1786	1772	5000	4999	5000	4990	12	11	18	17	95	90	0	0
684	baseline	2	0	0	1	0	4999	5000	0	0	40006	39217	40402	41045	377936	383317	46656	41421	3079	3141	1759	1821	4999	5000	5000	4990	12	11	17	16	96	87	0	0
684	baseline	3	0	0	1	1	4999	4999	0	0	40906	40211	40823	40393	375378	380558	47893	43838	3087	3179	1747	1786	4999	4999	5000	4990	12	11	17	16	98	92	0	0
685	baseline	1	0	0	0	0	4998	5000	2	0	24636	25419	18605	18986	400303	406259	61456	54336	2268	2406	1308	1337	4998	5000	5000	4990	14	13	17	15	63	59	0	0
685	baseline	2	0	0	0	0	5000	5000	0	0	24873	25114	18899	18668	402769	408520	58459	52698	2311	2400	1316	1333	5000	5000	5000	4990	14	13	16	15	63	56	0	0
685	baseline	3	0	0	0	0	5000	5000	0	0	25765	24825	18910	18800	404300	411339	56025	50036	2339	2333	1302	1308	5000	5000	5000	4990	14	13	17	15	63	60	0	0
686	baseline	1	0	0	4	5	4996	4995	0	0	15571	16255	68487	66730	393855	398262	27087	23753	2821	2818	3184	3106	4996	4995	5000	4990	6	6	11	11	99	97	0	0
686	baseline	2	0	0	6	3	4994	4997	0	0	16151	15523	67447	65516	395142	400157	26260	23804	2853	2804	3136	3168	4994	4997	5000	4990	6	6	11	11	99	97	0	0
686	baseline	3	0	0	4	7	4996	4993	0	0	16142	16250	67833	68190	396265	398171	24760	22389	2861	2943	3139	3169	4996	4993	5000	4990	6	5	11	10	96	97	0	0
687	baseline	1	0	0	0	0	4999	5000	1	0	9906	9826	31147	32042	399413	405848	64534	57284	1278	1352	2264	2404	4999	5000	5000	4990	14	13	17	16	77	63	0	0
687	baseline	2	0	0	0	0	4998	5000	2	0	9980	10067	31617	31144	402888	408672	60515	55117	1276	1339	2295	2370	4998	5000	5000	4990	13	12	17	15	66	75	0	0
687	baseline	3	0	0	0	0	5000	5000	0	0	10148	10256	31832	31259	403357	408889	59663	54596	1301	1374	2284	2360	5000	5000	5000	4990	13	13	16	15	64	65	0	0
688	baseline	1	0	0	0	0	4999	5000	1	0	6371	6271	14555	14558	451771	455080	32303	29091	1565	1527	2072	2146	4999	5000	5000	4990	7	6	9	8	37	34	0	0
688	baseline	2	0	0	0	0	4999	5000	1	0	6346	6270	14552	14583	452810	455705	31292	28442	1465	1559	2067	2158	4999	5000	5000	4990	7	6	8	8	35	35	0	0
688	baseline	3	0	0	0	0	5000	5000	0	0	6512	6461	14724	14545	452566	455605	31198	28389	1528	1558	2062	2128	5000	5000	5000	4990	7	6	8	8	34	38	0	0
689	baseline	1	0	0	2	4	4998	4996	0	0	35617	36703	51961	52663	343282	349624	74140	66010	2553	2632	2048	2039	4998	4996	5000	4990	17	17	24	23	99	100	0	0
689	baseline	2	0	0	5	3	4995	4997	0	0	36543	36698	52609	51708	351463	358882	64385	57712	2572	2690	2038	2037	4995	4997	5000	4990	16	15	22	19	97	95	0	0
689	baseline	3	0	0	3	2	4997	4998	0	0	37584	36878	52641	51917	346487	354743	68288	61462	2653	2694	1981	2027	4997	4998	5000	4990	17	15	24	22	100	100	0	0
690	baseline	1	0	0	0	0	5000	5000	0	0	22637	23209	24647	24222	419633	424333	38083	33236	2832	2843	1817	1736	5000	5000	5000	4990	9	8	12	12	71	57	0	0
690	baseline	2	0	0	0	0	5000	5000	0	0	22693	23068	24224	24337	422354	425905	35729	31690	2784	2868	1759	1789	5000	5000	5000	4990	9	8	12	11	55	54	0	0
690	baseline	3	0	0	0	0	5000	5000	0	0	23493	23025	24371	24429	422230	426230	34906	31316	2830	2912	1717	1724	5000	5000	5000	4990	9	8	11	11	55	60	0	0
691	baseline	1	0	0	0	0	4858	4955	142	45	13836	14336	11092	11147	380888	395582	99184	83935	1218	1297	854	917	4858	4955	5000	4990	19	18	21	20	52	50	0	0
691	baseline	2	0	0	0	0	4842	4950	158	50	14264	14198	10860	11191	384605	401818	95271	77793	1251	1267	823	885	4842	4950	5000	4990	18	16	20	18	53	58	0	0
691	baseline	3	0	0	0	0	4869	4962	131	38	14466	14257	11008	11242	389974	405398	89552	74103	1241	1348	828	962	4869	4962	5000	4990	17	16	20	18	57	50	0	0
692	baseline	1	0	0	12	14	4988	4986	0	0	9131	9305	79649	79493	386963	389615	29257	26587	2032	2221	3682	3650	4988	4986	5000	4990	7	6	10	10	100	100	0	0
692	baseline	2	0	0	15	16	4985	4984	0	0	9283	9239	80174	79808	387797	390362	27746	25591	2103	2177	3671	3685	4985	4984	5000	4990	6	6	10	9	100	100	0	0
692	baseline	3	0	0	13	15	4987	4985	0	0	9343	9094	80430	80537	388859	391365	26368	24004	2185	2107	3687	3745	4987	4985	5000	4990	6	5	10	9	99	98	0	0
693	baseline	1	0	0	0	0	5000	5000	0	0	5671	5781	37831	37245	427800	431259	33698	30715	1456	1462	3214	3227	5000	5000	5000	4990	7	7	10	9	74	61	0	0
693	baseline	2	0	0	0	0	5000	5000	0	0	5806	5699	37289	36599	430791	434103	31114	28599	1411	1490	3160	3247	5000	5000	5000	4990	7	6	9	9	88	67	0	0
693	baseline	3	0	0	0	0	5000	5000	0	0	5914	5789	37316	36821	430474	434012	31296	28378	1476	1487	3200	3218	5000	5000	5000	4990	7	6	9	8	67	73	0	0
694	baseline	1	0	0	0	0	5000	5000	0	0	33031	33216	17109	17456	415776	420665	39084	33663	3062	3131	1146	1196	5000	5000	5000	4990	10	9	12	12	68	71	0	0
694	baseline	2	0	0	0	0	5000	5000	0	0	33021	33431	17308	17474	414717	418983	39954	35112	3047	3174	1178	1245	5000	5000	5000	4990	10	9	13	12	62	78	0	0
694	baseline	3	0	0	0	0	5000	5000	0	0	33653	33717	17493	17519	414637	418368	39217	35396	3087	3173	1153	1203	5000	5000	5000	4990	10	9	13	12	77	68	0	0
695	baseline	1	0	0	5	6	4995	4994	0	0	20756	20898	62022	61992	351037	358812	71185	63298	2007	2070	2648	2622	4995	4994	5000	4990	17	15	23	21	100	99	0	0
695	baseline	2	0	0	7	3	4993	4997	0	0	21396	20701	62743	61283	352221	359275	68640	63741	1937	2096	2602	2698	4993	4997	5000	4990	16	15	22	21	100	99	0	0
695	baseline	3	0	0	4	9	4996	4991	0	0	21071	21135	62338	62197	355617	361389	65974	60279	2016	2092	2657	2690	4996	4991	5000	4990	16	15	21	19	100	100	0	0
696	baseline	1	0	0	0	0	5000	5000	0	0	13152	13121	29134	28395	425734	430680	36980	32804	2175	2229	2402	2355	5000	5000	5000	4990	8	8	11	10	57	52	0	0
696	baseline	2	0	0	0	0	5000	5000	0	0	13262	13267	29041	28967	427955	431629	34742	31137	2236	2359	2381	2421	5000	5000	5000	4990	8	7	11	10	63	54	0	0
696	baseline	3	0	0	0	0	5000	5000	0	0	13355	13151	29130	28346	427809	432006	34706	31497	2290	2302	2405	2405	5000	5000	5000	4990	8	7	11	10	53	57	0	0
697	baseline	1	0	0	0	0	4981	5000	19	0	8431	8261	13146	13334	432367	439016	51056	44389	1308	1418	1542	1654	4981	5000	5000	4990	10	10	12	12	39	41	0	0
